Class Name,Unique,Day,Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
T D  387P PLAYWRITING WORKSHOP         ,26160,THFS,9:00 a.m.-12:00 p.m.,WIN 1.126,Face-to-face,"BAKER, ANNIE N",open; reserved,,
