Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
SOC  317L INTRO TO SOCIAL STATISTICS         ,43190,"(('MW', '1:00 p.m.-2:30 p.m.'), ('F', '10:00 a.m.-11:00 a.m.'))",JGB 2.202RLP 1.404,Face-to-face,"CARAMANIS, CHRISTINA NEFE",open,Quantitative Reasoning,Mathematics
UGS  303 HUMANS AND AI         ,61215,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '12:00 p.m.-1:00 p.m.'))",WAG 420MAI 220B,Face-to-face,"ERK, KATRIN EHANDMAN, COURTNEY",open,,First-Year Signature Course
UGS  303 HUMANS AND AI         ,61220,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '1:00 p.m.-2:00 p.m.'))",WAG 420MAI 220B,Face-to-face,"ERK, KATRIN EHANDMAN, COURTNEY",open,,First-Year Signature Course
UGS  303 HUMANS AND AI         ,61225,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '2:00 p.m.-3:00 p.m.'))",WAG 420MAI 220B,Face-to-face,"ERK, KATRIN EHANDMAN, COURTNEY",open,,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61670,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '11:00 a.m.-12:00 p.m.'))",RLP 0.126PAR 305,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61675,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '12:00 p.m.-1:00 p.m.'))",RLP 0.126PAR 305,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61680,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '1:00 p.m.-2:00 p.m.'))",RLP 0.126CAL 221,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61685,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '1:00 p.m.-2:00 p.m.'))",RLP 0.126PAR 305,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61690,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '2:00 p.m.-3:00 p.m.'))",RLP 0.126CAL 221,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
UGS  303 THE PREHISTORY OF FOOD         ,61695,"(('MW', '1:00 p.m.-2:00 p.m.'), ('F', '3:00 p.m.-4:00 p.m.'))",RLP 0.126CAL 221,Face-to-face,"ROSEN, ARLENE",open,EthicsGlobal Cultures,First-Year Signature Course
ARC  561R ADV ARCH DESIGN         ,00895,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
