Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
PHY  317L GENERAL PHYSICS II         ,56000,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('W', '8:00 p.m.-9:00 p.m.'))",PAI 4.42WEL 2.310,Face-to-face,"LOVERIDGE, ANDREW J",open,Quantitative Reasoning,"Natural Science and Technology, Part I"
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19235,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '9:00 a.m.-11:00 a.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19240,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('M', '11:00 a.m.-1:00 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19245,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '11:00 a.m.-1:00 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19250,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('M', '1:00 p.m.-3:00 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19255,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '1:00 p.m.-3:00 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19260,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '3:30 p.m.-5:30 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
"PGE  301 ENGINEERING, ENERGY, THE ENVIR         ",19265,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('M', '4:00 p.m.-6:00 p.m.'))",CPE 2.204GLT 2.106,Face-to-face,"OLSON, JON E",open; reserved,,
MUS  312C MUSIC AND CULTURE         ,22215,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '5:00 p.m.-6:00 p.m.'))",MRH 2.608MRH 2.614,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
MUS  312C MUSIC AND CULTURE         ,22220,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '5:00 p.m.-6:00 p.m.'))",MRH 2.608MRH 2.634,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
MUS  312C MUSIC AND CULTURE         ,22225,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TH', '5:00 p.m.-6:00 p.m.'))",MRH 2.608MRH 2.614,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
MUS  312C MUSIC AND CULTURE         ,22230,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TH', '5:00 p.m.-6:00 p.m.'))",MRH 2.608MRH 2.634,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
MUS  312C MUSIC AND CULTURE         ,22235,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '6:00 p.m.-7:00 p.m.'))",MRH 2.608MRH 2.634,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
MUS  312C MUSIC AND CULTURE         ,22240,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TH', '6:00 p.m.-7:00 p.m.'))",MRH 2.608MRH 2.634,Face-to-face,"GABRILLO, JAMESLEWIS, HANNAH",open,Global CulturesWritingEthics,Visual and Performing Arts
NTR  326 INTERMED NUTR AND METABOLISM         ,52385,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('W', '4:00 p.m.-5:00 p.m.'))",BUR 208WCP 5.102,Face-to-face,"TIZIANI, STEFANO",open,,
NTR  326 INTERMED NUTR AND METABOLISM         ,52390,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('T', '5:00 p.m.-6:00 p.m.'))",,Face-to-face,"TIZIANI, STEFANO",cancelled,,
"M  408D SEQ, SERIES, AND MULTIVAR CALC         ",53215,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '11:30 a.m.-12:30 p.m.'))",RLP 0.130CPE 2.212,Face-to-face,,open,,
"M  408D SEQ, SERIES, AND MULTIVAR CALC         ",53220,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '2:30 p.m.-3:30 p.m.'))",RLP 0.130BUR 108,Face-to-face,,open,,
M  408L INTEGRAL CALCULUS         ,53315,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '2:00 p.m.-3:00 p.m.'))",RLP 0.126ASE 1.126,Face-to-face,,open,Quantitative Reasoning,
M  408L INTEGRAL CALCULUS         ,53320,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '3:30 p.m.-4:30 p.m.'))",RLP 0.126BUR 216,Face-to-face,,open,Quantitative Reasoning,
M  408Q DIFF/INTEG CALC FOR BUSINESS         ,53375,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '2:30 p.m.-3:30 p.m.'))",PMA 4.102CBA 4.328,Face-to-face,,open; reserved,Quantitative Reasoning,Mathematics
M  408Q DIFF/INTEG CALC FOR BUSINESS         ,53380,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '3:30 p.m.-4:30 p.m.'))",PMA 4.102CBA 4.328,Face-to-face,,open; reserved,Quantitative Reasoning,Mathematics
M  408R DIFF & INTEG CALC FOR SCIENCES         ,53425,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '10:00 a.m.-11:00 a.m.'))",GSB 2.126BUR 136,Face-to-face,,open; reserved,,Mathematics
M  408R DIFF & INTEG CALC FOR SCIENCES         ,53430,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '2:00 p.m.-3:00 p.m.'))",GSB 2.126UTC 4.122,Face-to-face,,open; reserved,,Mathematics
HIS  317L 16-HIST OF RELIGION IN THE US         ,37935,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('F', '9:00 a.m.-10:00 a.m.'))",CAL 200,Face-to-face,,open,Cultural Diversity,U.S. History
JPN  601D JAPANESE I         ,32270,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '9:30 a.m.-11:00 a.m.'))",PAR 302CBA 4.344,Face-to-face,"SUTO, SAORI",open,,
JPN  610D JAPANESE II         ,32305,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '12:30 p.m.-2:00 p.m.'))",,Face-to-face,"COOKE, CHIKAKO H",cancelled,,
JPN  610D JAPANESE II         ,32310,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '11:00 a.m.-12:30 p.m.'))",GAR 0.132JES A303A,Face-to-face,"DUFFEY, KAORI M",open,,
JPN  611D INTERMEDIATE JAPANESE         ,32335,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('TTH', '9:30 a.m.-11:00 a.m.'))",PAR 208WAG 214,Face-to-face,"YANAGISAWA, SHOHKO",open,,
KIN  342 CLIN EVAL ATH INJR TO LWR BODY         ,12605,"(('MWF', '10:00 a.m.-11:00 a.m.'), ('W', '11:00 a.m.-12:00 p.m.'))",BEL 844BEL 844,Face-to-face,"FARR, BRIAN K",open; reserved,,
